SID,科目コード,評点
001413,00020215140030,76
000255,00020215140030,90
000524,00020215140030,79
001316,00020215140030,79
001084,00020215140030,83
000278,00020215140030,75
000240,00020215140030,78
000781,00020215140030,80
000765,00020215140030,76
000177,00020215140030,88
001243,00020215140030,82
001257,00020215140030,77
000969,00020215140030,78
000266,00020215140030,76
000129,00020215140030,81
000724,00020215140030,71
000839,00020215140030,87
001150,00020215140030,81
001175,00020215140030,87
000782,00020215140030,72
000987,00020215140030,79
001062,00020215140030,93
000648,00020215140030,82
000948,00020215140030,79
000449,00020215140030,79
000503,00020215140030,69
001060,00020215140030,80
000746,00020215140030,85
000436,00020215140030,83
001030,00020215140030,74
001295,00020215140030,88
000243,00020215140030,72
000992,00020215140030,82
000827,00020215140030,93
001359,00020215140030,67
000254,00020181140078,77
000056,00020181140078,77
000377,00020181140078,79
000930,00020181140078,79
000753,00020181140078,87
001181,00020181140078,65
000779,00020181140078,74
001031,00020181140078,78
000310,00020181140078,81
000054,00020181140078,81
001138,00020181140078,86
000065,00020181140078,78
000892,00020181140078,80
000493,00020181140078,74
000437,00020181140078,68
000034,00020181140078,86
001343,00020181140078,84
000955,00020181140078,88
000873,00020181140078,72
001223,00020181140078,88
000696,00020181140078,62
000961,00020181140078,75
000741,00020181140078,78
000253,00020181140078,79
000920,00020181140078,76
000452,00020181140078,81
000551,00020181140078,84
000778,00020181140078,72
001374,00020181140078,81
000178,00020181140078,82
000727,00020181140078,83
000603,00020181140078,70
000333,00020181140078,81
001094,00020181140078,84
001285,00020181140078,65
000546,00020181140078,72
001444,00020181140078,77
000411,00020181140078,90
001014,00020181140078,74
000580,00020181140078,84
000513,00020181140078,72
001140,00020181140078,75
001067,00020181140078,68
000152,00020181140078,80
000307,00020181140078,69
001199,00020181140078,69
000527,00020181140078,88
000077,00020181140078,82
000492,00020181140078,76
001166,00020181140078,86
000420,00020181140078,77
000179,00020181140078,82
001440,00020181140078,76
000403,00020181140078,76
000555,00020181140078,87
000549,00020181140078,88
001282,00020181140078,68
001128,00020181140078,91
001323,00020181140078,70
001188,00020181140078,71
000219,00020181140078,86
001000,00020181140078,83
000176,00020181140078,71
000722,00020181140078,84
000225,00020181140078,76
001309,00020181140078,70
000290,00020181140078,85
000771,00020181140078,69
000914,00020181140078,83
001117,00020181140078,87
000100,00020181140078,77
001422,00020181140078,79
000391,00020181140078,78
000318,00020181140078,81
000575,00020181140078,75
000089,00020181140078,71
000388,00020181140078,70
000141,00020181140078,75
000895,00020181140078,69
000014,00020181140078,82
001236,00020181140078,78
000032,00020181140078,83
001301,00020181140078,75
000369,00020181140078,77
000096,00020181140078,74
000609,00020181140078,77
000121,00020181140078,92
001338,00020181140078,86
000484,00020181140078,70
001209,00020181140078,83
001339,00020181140078,78
001079,00020181140078,79
000918,00020181140078,86
000532,00020181140078,65
000683,00020181140078,68
001081,00020181140078,75
001163,00020181140078,83
000737,00020181140078,77
001269,00020181140078,82
001260,00020181140078,92
000906,00020181140078,85
000653,00020181140078,81
000682,00020181140078,75
000330,00020181140078,83
000052,00020181140078,82
000327,00020181140078,82
001044,00020181140078,74
001314,00020181140078,77
000754,00020181140078,75
001405,00020181140078,71
001413,00020181140078,82
000255,00020181140078,97
000524,00020181140078,77
001316,00020181140078,73
001084,00020181140078,82
000278,00020181140078,75
000240,00020181140078,71
000781,00020181140078,84
000765,00020181140078,73
000177,00020181140078,86
001243,00020181140078,77
001257,00020181140078,78
000969,00020181140078,79
000266,00020181140078,89
000129,00020181140078,78
000724,00020181140078,69
000839,00020181140078,89
001150,00020181140078,80
001175,00020181140078,84
000782,00020181140078,73
000987,00020181140078,70
001062,00020181140078,88
000648,00020181140078,88
000948,00020181140078,74
000449,00020181140078,83
000503,00020181140078,69
001060,00020181140078,74
000746,00020181140078,90
000436,00020181140078,80
001030,00020181140078,73
001295,00020181140078,89
000243,00020181140078,77
000992,00020181140078,81
000827,00020181140078,86
001359,00020181140078,65
000254,00020171150030,75
000056,00020171150030,77
000377,00020171150030,81
000930,00020171150030,79
000753,00020171150030,88
001181,00020171150030,66
000779,00020171150030,70
001031,00020171150030,80
000310,00020171150030,81
000054,00020171150030,69
001138,00020171150030,84
000065,00020171150030,78
000892,00020171150030,83
000493,00020171150030,72
000437,00020171150030,77
000034,00020171150030,84
001343,00020171150030,73
000955,00020171150030,82
000873,00020171150030,74
001223,00020171150030,81
000696,00020171150030,73
000961,00020171150030,80
000741,00020171150030,75
000253,00020171150030,80
000920,00020171150030,83
000452,00020171150030,83
000551,00020171150030,85
000778,00020171150030,72
001374,00020171150030,88
000178,00020171150030,80
000727,00020171150030,77
000603,00020171150030,77
000333,00020171150030,87
001094,00020171150030,78
001285,00020171150030,76
000546,00020171150030,74
001444,00020171150030,82
000411,00020171150030,96
001014,00020171150030,78
000580,00020171150030,86
000513,00020171150030,75
001140,00020171150030,82
001067,00020171150030,66
000152,00020171150030,86
000307,00020171150030,67
001199,00020171150030,78
000527,00020171150030,83
000077,00020171150030,86
000492,00020171150030,76
001166,00020171150030,85
000420,00020171150030,74
000179,00020171150030,79
001440,00020171150030,71
000403,00020171150030,78
000555,00020171150030,79
000549,00020171150030,83
001282,00020171150030,73
001128,00020171150030,87
001323,00020171150030,75
001188,00020171150030,76
000219,00020171150030,96
001000,00020171150030,85
000176,00020171150030,69
000722,00020171150030,81
000225,00020171150030,83
001309,00020171150030,71
000290,00020171150030,81
000771,00020171150030,70
000914,00020171150030,86
001117,00020171150030,86
000100,00020171150030,80
001422,00020171150030,82
000391,00020171150030,90
000318,00020171150030,75
000575,00020171150030,70
000089,00020171150030,71
000388,00020171150030,79
000141,00020171150030,69
000895,00020171150030,67
000014,00020171150030,86
001236,00020171150030,85
000032,00020171150030,85
001301,00020171150030,75
000369,00020171150030,86
000096,00020171150030,82
000609,00020171150030,84
000121,00020171150030,92
001338,00020171150030,88
000484,00020171150030,78
001209,00020171150030,76
001339,00020171150030,79
001079,00020171150030,79
000918,00020171150030,86
000532,00020171150030,77
000683,00020171150030,65
001081,00020171150030,77
001163,00020171150030,86
000737,00020171150030,79
001269,00020171150030,87
001260,00020171150030,90
000906,00020171150030,80
000653,00020171150030,75
000682,00020171150030,57
000330,00020171150030,83
000052,00020171150030,84
000327,00020171150030,84
001044,00020171150030,78
001314,00020171150030,76
000754,00020171150030,67
001405,00020171150030,69
001413,00020171150030,86
000255,00020171150030,91
000524,00020171150030,79
001316,00020171150030,69
001084,00020171150030,78
000278,00020171150030,73
000240,00020171150030,75
000781,00020171150030,81
000765,00020171150030,71
000177,00020171150030,83
001243,00020171150030,79
001257,00020171150030,65
000969,00020171150030,77
000266,00020171150030,78
000129,00020171150030,83
000724,00020171150030,74
000839,00020171150030,90
001150,00020171150030,79
001175,00020171150030,83
000782,00020171150030,79
000987,00020171150030,65
001062,00020171150030,78
000648,00020171150030,85
000948,00020171150030,69
000449,00020171150030,84
000503,00020171150030,66
001060,00020171150030,73
000746,00020171150030,84
000436,00020171150030,84
001030,00020171150030,73
001295,00020171150030,88
000243,00020171150030,68
000992,00020171150030,83
000827,00020171150030,88
001359,00020171150030,59
000254,00020215150019,89
000056,00020215150019,77
000377,00020215150019,82
000930,00020215150019,77
000753,00020215150019,83
001181,00020215150019,70
000779,00020215150019,74
001031,00020215150019,77
000310,00020215150019,82
000054,00020215150019,64
001138,00020215150019,86
000065,00020215150019,78
000892,00020215150019,83
000493,00020215150019,80
000437,00020215150019,71
000034,00020215150019,87
001343,00020215150019,78
000955,00020215150019,80
000873,00020215150019,81
001223,00020215150019,72
000696,00020215150019,68
000961,00020215150019,77
000741,00020215150019,77
000253,00020215150019,81
000920,00020215150019,84
000452,00020215150019,78
000551,00020215150019,92
000778,00020215150019,78
001374,00020215150019,82
000178,00020215150019,86
000727,00020215150019,73
000603,00020215150019,74
000333,00020215150019,84
001094,00020215150019,84
001285,00020215150019,69
000546,00020215150019,62
001444,00020215150019,77
000411,00020215150019,90
001014,00020215150019,79
000580,00020215150019,84
000513,00020215150019,76
001140,00020215150019,76
001067,00020215150019,74
000152,00020215150019,87
000307,00020215150019,67
001199,00020215150019,81
000527,00020215150019,82
000077,00020215150019,81
000492,00020215150019,77
001166,00020215150019,83
000420,00020215150019,78
000179,00020215150019,77
001440,00020215150019,79
000403,00020215150019,80
000555,00020215150019,83
000549,00020215150019,83
001282,00020215150019,70
001128,00020215150019,85
001323,00020215150019,76
001188,00020215150019,72
000219,00020215150019,84
001000,00020215150019,80
000176,00020215150019,62
000722,00020215150019,85
000225,00020215150019,76
001309,00020215150019,65
000290,00020215150019,84
000771,00020215150019,67
000914,00020215150019,85
001117,00020215150019,88
000100,00020215150019,80
001422,00020215150019,83
000391,00020215150019,85
000318,00020215150019,86
000575,00020215150019,78
000089,00020215150019,76
000388,00020215150019,69
000141,00020215150019,78
000895,00020215150019,71
000014,00020215150019,84
001236,00020215150019,84
000032,00020215150019,86
001301,00020215150019,74
000369,00020215150019,80
000096,00020215150019,83
000609,00020215150019,81
000121,00020215150019,96
001338,00020215150019,84
000484,00020215150019,78
001209,00020215150019,74
001339,00020215150019,81
001079,00020215150019,82
000918,00020215150019,79
000532,00020215150019,76
000683,00020215150019,70
001081,00020215150019,82
001163,00020215150019,89
000737,00020215150019,79
001269,00020215150019,79
001260,00020215150019,88
000906,00020215150019,80
000653,00020215150019,75
000682,00020215150019,70
000330,00020215150019,78
000052,00020215150019,74
000327,00020215150019,80
001044,00020215150019,74
001314,00020215150019,71
000754,00020215150019,68
001405,00020215150019,70
001413,00020215150019,79
000255,00020215150019,91
000524,00020215150019,82
001316,00020215150019,75
001084,00020215150019,86
000278,00020215150019,74
000240,00020215150019,78
000781,00020215150019,81
000765,00020215150019,72
000177,00020215150019,78
001243,00020215150019,83
001257,00020215150019,72
000969,00020215150019,79
000266,00020215150019,71
000129,00020215150019,82
000724,00020215150019,69
000839,00020215150019,96
001150,00020215150019,76
001175,00020215150019,85
000782,00020215150019,85
000987,00020215150019,64
001062,00020215150019,85
000648,00020215150019,86
000948,00020215150019,73
000449,00020215150019,76
