SID,科目コード,評点,主担当
000361,00020185910013,68,0266
000641,00020185910013,86,0266
000271,00020185910013,83,0266
000470,00020185910013,66,0266
000073,00020185910013,78,0266
000403,00020185910013,66,0266
001130,00020185910013,77,0266
001176,00020185910013,82,0266
001378,00020185910013,82,0266
000431,00020185910013,67,0266
000639,00020185910013,73,0266
000606,00020185910013,84,0266
000045,00020185910013,73,0266
001172,00020185910013,75,0266
000866,00020185910013,72,0266
000585,00020185910013,83,0266
001119,00020185910013,73,0266
001359,00020185910013,73,0266
000451,00020185910013,72,0266
000807,00020185910013,78,0266
001430,00020185910013,88,0266
000153,00020185910013,66,0266
000660,00020185910013,89,0266
001269,00020185910013,82,0266
001345,00020185910013,81,0266
000932,00020185910013,79,0266
000353,00020185910013,73,0266
000757,00020185910013,80,0266
000739,00020185910013,78,0266
000733,00020185910013,64,0266
000115,00020185910013,69,0266
000618,00020185910013,73,0266
001098,00020185910013,70,0266
000206,00020185910013,84,0266
001225,00020185910013,80,0266
001211,00020185910013,75,0266
001401,00020185910013,80,0266
000975,00020185910013,74,0266
001146,00020185910013,78,0266
000161,00020185910013,71,0266
000392,00020185910013,87,0266
000962,00020185910013,78,0266
000743,00020185910013,82,0266
000297,00020185910013,83,0266
000687,00020185910013,60,0266
001026,00020185910013,71,0266
000155,00020185910013,82,0266
000475,00020185910013,74,0266
000662,00020185910013,66,0266
001045,00020185910013,73,0266
000562,00020185910013,79,0266
001209,00020185910013,87,0266
001061,00020185910013,75,0266
001071,00020185910013,68,0266
001241,00020185910013,74,0266
000903,00020185910013,77,0266
001449,00020185910013,78,0266
000700,00020185910013,74,0266
000154,00020185910013,94,0266
001297,00020185910013,65,0266
000968,00020185910013,79,0266
001388,00020185910013,83,0266
000766,00020185910013,74,0266
001197,00020185910013,77,0266
001264,00020185910013,76,0266
001305,00020185910013,85,0266
000543,00020185910013,80,0266
000597,00020185910013,69,0266
001012,00020185910013,74,0266
000579,00020185910013,77,0266
000081,00020185910013,72,0266
000753,00020185910013,90,0266
001299,00020185910013,70,0266
001289,00020185910013,73,0266
000775,00020185910013,69,0266
000171,00020185910013,76,0266
000856,00020185910013,84,0266
001057,00020185910013,87,0266
001444,00020185910013,72,0266
000989,00020185910013,80,0266
000422,00020185910013,70,0266
000057,00020185910013,78,0266
000657,00020185910013,83,0266
000158,00020185910013,89,0266
000996,00020185910013,73,0266
000123,00020185910013,84,0266
000499,00020185910013,88,0266
000027,00020185910013,82,0266
001356,00020185910013,78,0266
000623,00020185910013,79,0266
000444,00020185910013,77,0266
000532,00020185910013,63,0266
001394,00020185910013,80,0266
001407,00020185910013,67,0266
000099,00020185910013,81,0266
000943,00020185910013,73,0266
000843,00020185910013,75,0266
000751,00020185910013,88,0266
001049,00020185910013,79,0266
000744,00020185910013,69,0266
001354,00020185910013,75,0266
000415,00020185910013,91,0266
000440,00020185910013,73,0266
000186,00020185910013,86,0266
000777,00020185910013,76,0266
000857,00020185910013,84,0266
000462,00020185910013,71,0266
000445,00020185910013,83,0266
000055,00020185910013,80,0266
000786,00020185910013,80,0266
000189,00020185910013,82,0266
001433,00020185910013,84,0266
000529,00020185910013,77,0266
001033,00020185910013,76,0266
000877,00020185910013,73,0266
000133,00020185910013,75,0266
001380,00020185910013,78,0266
000120,00020185910013,82,0266
000675,00020185910013,69,0266
000404,00020185910013,80,0266
000262,00020185910013,80,0266
000025,00020185910013,87,0266
000914,00020185910013,84,0266
001005,00020185910013,74,0266
001051,00020185910013,81,0266
000293,00020185910013,74,0266
001214,00020185910013,64,0266
001186,00020185910013,70,0266
000666,00020185910013,88,0266
001267,00020185910013,83,0266
001262,00020185910013,73,0266
000945,00020185910013,79,0266
000250,00020185910013,70,0266
000808,00020185910013,88,0266
000633,00020185910013,83,0266
000480,00020185910013,66,0266
000259,00020185910013,85,0266
000964,00020185910013,75,0266
000837,00020185910013,76,0266
000778,00020185910013,81,0266
000367,00020185910013,71,0266
000749,00020185910013,81,0266
000494,00020185910013,74,0266
000664,00020185910013,76,0266
001277,00020185910013,79,0266
000523,00020185910013,74,0266
000845,00020185910013,75,0266
000180,00020185910013,76,0266
001139,00020185910013,71,0266
001301,00020185910013,79,0266
000134,00020185910013,78,0266
001437,00020185910013,78,0266
000182,00020185910013,81,0266
000256,00020185910013,86,0266
000829,00020185910013,79,0266
000673,00020185910013,77,0266
000318,00020185910013,73,0266
000830,00020185910013,70,0266
001367,00020185910013,73,0266
000524,00020185910013,76,0266
001052,00020185910013,79,0266
000406,00020185910013,75,0266
001279,00020185910013,81,0266
001374,00020185910013,90,0266
001316,00020185910013,78,0266
001384,00020185910013,88,0266
000236,00020185910013,80,0266
001298,00020185910013,74,0266
000047,00020185910013,82,0266
000825,00020185910013,77,0266
000166,00020185910013,74,0266
001041,00020185910013,60,0266
000473,00020185910013,78,0266
000842,00020185910013,67,0266
000200,00020185910013,83,0266
000952,00020185910013,74,0266
000720,00020185910013,67,0266
000679,00020185910013,82,0266
000959,00020185910013,70,0266
000041,00020185910013,80,0266
000974,00020185910013,80,0266
000391,00020185910013,72,0266
000264,00020185910013,74,0266
000311,00020185910013,74,0266
000915,00020185910013,71,0266
001341,00020185910013,76,0266
000425,00020185910013,88,0266
000349,00020185910013,80,0266
000853,00020185910013,64,0266
000526,00020185910013,72,0266
001169,00020185910013,83,0266
001287,00020185910013,77,0266
000231,00020185910013,79,0266
001280,00020185910013,74,0266
000519,00020185910013,72,0266
001127,00020185910013,93,0266
000192,00020185910013,80,0266
000332,00020185910013,84,0266
000094,00020185910013,83,0266
001336,00020185910013,79,0266
000991,00020185910013,77,0266
001175,00020185910013,86,0266
001165,00020185910013,80,0266
000408,00020185910013,84,0266
000634,00020185910013,78,0266
000174,00020185910013,66,0266
000272,00020185910013,77,0266
000339,00020185910013,78,0266
000414,00020185910013,78,0266
001158,00020185910013,78,0266
000468,00020185910013,77,0266
001327,00020185910013,88,0266
000759,00020185910013,76,0266
000648,00020185910013,88,0266
000101,00020185910013,83,0266
000006,00020185910013,87,0266
001230,00020185910013,74,0266
001291,00020185910013,83,0266
000238,00020185910013,68,0266
001203,00020185910013,79,0266
000388,00020185910013,77,0266
000710,00020185910013,74,0266
000933,00020185910013,75,0266
001250,00020185910013,71,0266
001385,00020185910013,82,0266
000037,00020185910013,64,0266
001145,00020185910013,68,0266
001334,00020185910013,75,0266
001387,00020185910013,77,0266
000681,00020185910013,76,0266
000316,00020185910013,83,0266
000944,00020185910013,73,0266
001038,00020185910013,78,0266
000227,00020185910013,85,0266
000252,00020185910013,73,0266
000692,00020185910013,66,0266
000922,00020185910013,77,0266
000193,00020185910013,71,0266
001278,00020185910013,83,0266
000477,00020185910013,85,0266
001432,00020185910013,72,0266
000600,00020185910013,75,0266
000230,00020185910013,70,0266
001326,00020185910013,73,0266
000478,00020185910013,81,0266
001042,00020185910013,80,0266
000056,00020185910013,68,0266
001022,00020185910013,76,0266
000929,00020185910013,85,0266
001352,00020185910013,78,0266
000617,00020185910013,86,0266
000693,00020185910013,72,0266
001000,00020185910013,79,0266
001274,00020185910013,81,0266
000082,00020185910013,92,0266
000851,00020185910013,67,0266
001031,00020185910013,77,0266
001194,00020185910013,73,0266
000622,00020185910013,84,0266
001212,00020185910013,66,0266
000433,00020185910013,72,0266
000616,00020185910013,66,0266
000416,00020185910013,70,0266
001337,00020185910013,71,0266
000260,00020185910013,77,0266
000420,00020185910013,85,0266
000034,00020185910013,77,0266
000640,00020185910013,91,0266
000892,00020185910013,78,0266
000500,00020185910013,78,0266
000568,00020185910013,72,0266
000310,00020185910013,87,0266
001391,00020185910013,84,0266
000270,00020185910013,82,0266
000615,00020185910013,69,0266
000051,00020185910013,80,0266
000309,00020185910013,74,0266
000497,00020185910013,71,0266
000063,00020185910013,79,0266
001321,00020185910013,80,0266
000190,00020185910013,76,0266
000556,00020185910013,70,0266
000210,00020185910013,75,0266
001323,00020185910013,84,0266
000711,00020185910013,68,0266
000591,00020185910013,77,0266
000220,00020185910013,73,0266
000218,00020185910013,82,0266
001162,00020185910013,77,0266
001024,00020185910013,70,0266
000335,00020185910013,77,0266
000814,00020185910013,66,0266
001157,00020185910013,82,0266
000589,00020185910013,78,0266
000760,00020185910013,86,0266
000139,00020185910013,72,0266
000370,00020185910013,78,0266
000735,00020185910013,80,0266
000394,00020185910013,73,0266
001177,00020185910013,74,0266
000503,00020185910013,81,0266
000545,00020185910013,77,0266
000889,00020185910013,72,0266
001285,00020185910013,86,0266
000376,00020185910013,69,0266
000737,00020185910013,74,0266
000998,00020185910013,78,0266
000557,00020185910013,71,0266
000202,00020185910013,80,0266
000798,00020185910013,82,0266
000761,00020185910013,86,0266
000572,00020185910013,77,0266
001154,00020185910013,82,0266
000036,00020185910013,84,0266
000061,00020185910013,82,0266
000357,00020185910013,84,0266
000582,00020185910013,73,0266
000828,00020185910013,72,0266
000469,00020185910013,79,0266
000490,00020185910013,82,0266
000827,00020185910013,80,0266
001095,00020185910013,83,0266
001415,00020185910013,77,0266
000437,00020185910013,77,0266
001351,00020185910013,70,0266
001439,00020185910013,74,0266
000665,00020185910013,79,0266
000935,00020185910013,81,0266
000172,00020185910013,82,0266
000381,00020185910013,86,0266
000565,00020185910013,65,0266
001236,00020185910013,80,0266
000905,00020185910013,87,0266
000229,00020185910013,84,0266
000145,00020185910013,72,0266
000802,00020185910013,71,0266
000695,00020185910013,78,0266
001333,00020185910013,80,0266
001153,00020185910013,79,0266
000022,00020185910013,78,0266
001243,00020185910013,75,0266
001248,00020185910013,70,0266
000225,00020185910013,86,0266
001369,00020185910013,80,0266
000549,00020185910013,82,0266
001447,00020185910013,83,0266
000248,00020185910013,70,0266
000793,00020185910013,78,0266
001335,00020185910013,80,0266
000909,00020185910013,89,0266
000110,00020185910013,87,0266
000054,00020185910013,77,0266
001058,00020185910013,84,0266
001147,00020185910013,79,0266
001013,00020185910013,85,0266
001088,00020185910013,76,0266
001123,00020185910013,86,0266
000116,00020185910013,76,0266
000411,00020185910013,77,0266
001402,00020185910013,72,0266
000382,00020185910013,68,0266
001185,00020185910013,71,0266
000805,00020185910013,81,0266
000266,00020185910013,80,0266
000373,00020185910013,75,0266
001009,00020185910013,76,0266
000453,00020185910013,89,0266
000114,00020185910013,71,0266
000078,00020185910013,74,0266
000701,00020185910013,77,0266
001116,00020185910013,81,0266
000380,00020185910013,86,0266
000514,00020185910013,73,0266
000697,00020185910013,73,0266
000931,00020185910013,75,0266
000304,00020185910013,74,0266
000326,00020185910013,73,0266
000525,00020185910013,86,0266
000003,00020185910013,87,0266
000887,00020185910013,70,0266
000282,00020185910013,80,0266
001089,00020185910013,67,0266
000668,00020185910013,74,0266
000796,00020185910013,85,0266
001198,00020185910013,76,0266
001376,00020185910013,82,0266
001348,00020185910013,80,0266
000804,00020185910013,77,0266
001118,00020185910013,76,0266
000834,00020185910013,71,0266
000868,00020185910013,89,0266
000258,00020185910013,72,0266
001096,00020185910013,80,0266
000095,00020185910013,76,0266
000334,00020185910013,72,0266
000066,00020185910013,89,0266
001340,00020185910013,71,0266
001303,00020185910013,80,0266
001122,00020185910013,80,0266
001313,00020185910013,91,0266
000884,00020185910013,78,0266
001438,00020185910013,74,0266
001067,00020185910013,69,0266
000118,00020185910013,80,0266
000913,00020185910013,71,0266
001413,00020185910013,79,0266
000021,00020185910013,72,0266
000891,00020185910013,75,0266
000738,00020185910013,79,0266
001245,00020185910013,71,0266
001436,00020185910013,84,0266
000213,00020185910013,84,0266
000446,00020185910013,72,0266
000049,00020185910013,74,0266
000436,00020185910013,79,0266
000331,00020185910013,84,0266
000953,00020185910013,80,0266
000763,00020185910013,76,0266
000849,00020185910013,74,0266
001036,00020185910013,82,0266
000745,00020185910013,78,0266
000993,00020185910013,71,0266
000698,00020185910013,78,0266
000142,00020185910013,80,0266
001425,00020185910013,95,0266
000709,00020185910013,69,0266
000375,00020185910013,76,0266
000957,00020185910013,56,0266
000726,00020185910013,86,0266
001226,00020185910013,85,0266
001251,00020185910013,82,0266
001424,00020185910013,76,0266
000559,00020185910013,72,0266
000247,00020185910013,87,0266
000689,00020185910013,75,0266
000722,00020185910013,77,0266
000149,00020185910013,74,0266
000567,00020185910013,91,0266
000646,00020185910013,73,0266
000564,00020185910013,73,0266
001066,00020185910013,82,0266
000779,00020185910013,71,0266
001271,00020185910013,73,0266
001399,00020185910013,75,0266
000030,00020185910013,73,0266
000880,00020185910013,81,0266
000788,00020185910013,75,0266
000449,00020185910013,77,0266
000642,00020185910013,67,0266
001276,00020185910013,91,0266
000970,00020185910013,69,0266
001417,00020185910013,68,0266
000397,00020185910013,71,0266
000023,00020171940015,77,0242
